freelunch,name,ell,dbn,black,asian,female,year,hisp,sped,male,white
79,I S 049 BERTHA A DREYFUS                        ,9.6,31R049,41,12.7,48.9,2011-2012,35,26.1,51.1,10.8
25,PS 050 FRANK HANKINSON                          ,6.1,31R050,2.2,7.7,50.1,2011-2012,9.7,14.9,49.9,79.1
71.4,I S 051 EDWIN MARKHAM                           ,6.4,31R051,22.7,8.4,46.3,2011-2012,44.6,21.7,53.7,24.2
38.9,PS 052 JOHN C THOMPSON                          ,15.1,31R052,2.1,9.1,44.9,2011-2012,14.7,22.5,55.1,73.7
24.2,PS 053 BAY TERRACE                              ,3.4,31R053,2.2,3.4,44.3,2011-2012,9.5,19.5,55.7,83.7
50,PS 054 CHARLES W LENG                           ,9.6,31R054,6.3,35.2,50.9,2011-2012,23.7,15.1,49.1,33.9
20.5,PS 055 HENRY M BOEHM                            ,1,31R055,1.4,3.7,48.4,2011-2012,7.8,18.2,51.6,86
27.8,PS 56 THE LOUIS DESARIO SCHOOL                  ,0.5,31R056,0.9,3.5,49.4,2011-2012,9.5,17.8,50.6,85.3
82.6,PS 057 HUBERT H HUMPHREY                        ,9.4,31R057,50.5,2.9,47.8,2011-2012,34.3,27.4,52.2,11.3
40.2,S.S. COLUMBIA SCHOOL                            ,9.3,31R058,5.7,16.7,48.5,2011-2012,21.5,21.3,51.5,55.4
51.3,PS 060 ALICE AUSTEN                             ,5.2,31R060,4.8,10.6,48.8,2011-2012,24.9,21.6,51.2,57.9
63.6,I S 061 WILLIAM A MORRIS                        ,7.5,31R061,33.3,4.5,51.6,2011-2012,38.8,18.2,48.4,22.4
29.9,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING  ,0.5,31R063,7,7.9,49.5,2011-2012,24.4,18.3,50.5,59.7
35.4,MCCOWN EXPEDITIONARY LEARNING SCHOOL            ,1,31R064,15.7,5.9,48,2011-2012,17.6,22.8,52,60
61.1,ACADEMY OF INNOVATIVE LEARNING                  ,3.1,31R065,32.5,4.3,49.1,2011-2012,27.9,15,50.9,32.8
43.2,PS 069 DANIEL D TOMPKINS                        ,4,31R069,4.8,15.4,46.6,2011-2012,17.2,15.6,53.4,60.9
55.1,IS 072 ROCCO LAURIE                             ,4.8,31R072,15.7,18.6,47.2,2011-2012,26.3,20.1,52.8,39
81.1,P.S. 74  FUTURE LEADERS ELEMENTARY SCHOOL       ,31.7,31R074,28.7,4.2,47.9,2011-2012,49.7,15.6,52.1,16.8
28.7,I S 075 FRANK D PAULO                           ,1,31R075,1.4,7.9,47.3,2011-2012,11,17.6,52.7,79.4
32.3,MICHAEL J. PETRIDES HIGH SCHOOL                 ,1.6,31R080,18.8,8.1,50.8,2011-2012,16.9,18.5,49.2,55.9
42.3,NEW DORP HIGH SCHOOL                            ,5.9,31R440,12.1,7,47.5,2011-2012,27.3,16.9,52.5,53.3
53.3,PORT RICHMOND HIGH SCHOOL                       ,5.3,31R445,30.9,6.8,45.2,2011-2012,37.6,20.9,54.8,24.2
54.3,CURTIS HIGH SCHOOL                              ,6.1,31R450,38.4,7.3,53.6,2011-2012,31.9,14.7,46.4,21.8
18.4,TOTTENVILLE HIGH SCHOOL                         ,1.4,31R455,2.1,5.4,50.4,2011-2012,9.9,13.9,49.6,82.1
41.4,SUSAN E. WAGNER HIGH SCHOOL                     ,3.4,31R460,11.3,14.6,49.2,2011-2012,24.1,18.8,50.8,49.4
56.9,CONCORD HIGH SCHOOL                             ,2.2,31R470,38,1.7,54.2,2011-2012,39.7,17.3,45.8,19.6
59.7,RALPH R. MCKEE CAREER AND TECHNICAL HIGH SCHOOL ,3.6,31R600,40.3,4.6,32.9,2011-2012,33.2,26.2,67.1,21.6
17,STATEN ISLAND TECHNICAL HIGH SCHOOL             ,0.1,31R605,1.1,31.8,43,2011-2012,5.3,0.5,57,61.3
55.3,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP        ,6.2,31R861,21.1,9.2,47.7,2011-2012,37.6,16.9,52.3,29.8
91.8,PS 045 HORACE E GREENE                          ,10.9,32K045,56.4,1.1,48.7,2011-2012,40.5,9.4,51.3,1
80,PS 075 MAYDA CORTIELLA                          ,18.4,32K075,18.4,2,51.2,2011-2012,77.5,15.5,48.8,2
97,PS 086 THE IRVINGTON                            ,24.1,32K086,2.7,3.3,49.8,2011-2012,90.5,12.8,50.2,3.5
96,PS 106 EDWARD EVERETT HALE                      ,28.1,32K106,15.5,2.2,48.8,2011-2012,79.3,14.8,51.2,2.6
92.6,PS 116 ELIZABETH L FARRELL                      ,33.3,32K116,5.2,2.5,50.3,2011-2012,90.4,15.3,49.7,1.9
95,PS 123 SUYDAM                                   ,22.6,32K123,5.7,2.2,48.1,2011-2012,89.9,13.9,51.9,1.3
88.1,PS 145 ANDREW JACKSON                           ,35.4,32K145,3.4,0.9,49.1,2011-2012,95.2,11.1,50.9,0.5
95.5,PS 151 LYNDON B JOHNSON                         ,14.9,32K151,25.1,0,50.6,2011-2012,72.9,14.4,49.4,2
89.5,JHS 162 THE WILLOUGHBY                          ,18.5,32K162,6.6,4.3,50.7,2011-2012,86.8,21.3,49.3,1.5
60,BROOKLYN SCHOOL FOR MATH AND RESEARCH           ,11.6,32K168,48.8,7,39.5,2011-2012,39.5,7,60.5,0
97.7,PS 274 KOSCIUSKO                                ,19,32K274,15.2,3.5,48,2011-2012,79.9,9.4,52,0.8
94.9,JHS 291 ROLAND HAYES                            ,26,32K291,20.7,0.5,46.3,2011-2012,77.9,15.7,53.7,0.3
86.4,JHS 296 THE HALSEY                              ,18.9,32K296,42,1,51,2011-2012,55.6,16,49,0.7
82,PS 299 THOMAS WARREN FIELD                      ,13.5,32K299,53.1,0.4,53.6,2011-2012,43,16.6,46.4,2
97.3,IS 347 SCHOOL OF HUMANITIES                     ,22,32K347,11.2,0.8,45.9,2011-2012,86.4,16.2,54.1,1.6
92.3,I.S. 349 MATH SCIENCE & TECH                    ,23.8,32K349,12.4,1.1,47.8,2011-2012,85.2,11.6,52.2,0.9
94.9,PS 376                                          ,28,32K376,8.4,0.8,52,2011-2012,89.1,10.9,48,1.2
78.4,PS 377 ALEJANDRINA B DEGAUTIER                  ,18.7,32K377,17.2,0.3,47.6,2011-2012,79.6,18.2,52.4,1.7
52.7,JHS 383 PHILLIPPA SCHUYLER                      ,0.6,32K383,62.4,5.7,55.8,2011-2012,29,5.1,44.2,2
82.2,PS 384 FRANCES E CARTER                         ,20.1,32K384,20.5,0.8,51,2011-2012,77.7,11.8,49,0.5
88.7,ACADEMY FOR ENVIRONMENTAL LEADERSHIP            ,32.9,32K403,21,0.6,50,2011-2012,77.1,17.7,50,0.8
86.9,EBC HIGH SCHOOL FOR PUBLIC SERVICE_x0016_BUSHWICK     ,15.3,32K545,9.2,1.7,47.9,2011-2012,88.1,12.2,52.1,0.7
75.1,BUSHWICK SCHOOL FOR SOCIAL JUSTICE              ,18.2,32K549,28.3,0.5,51.6,2011-2012,68.7,18.4,48.4,1.8
77.1,ACADEMY OF URBAN PLANNING                       ,23.9,32K552,26.4,1.5,45.5,2011-2012,70.4,22.1,54.5,1
81.4,ALL CITY LEADERSHIP SECONDARY SCHOOL            ,2.7,32K554,12.9,5.3,47.9,2011-2012,79.5,4.9,52.1,1.5
88,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELL,18.2,32K556,21.2,0.9,46.8,2011-2012,77.3,18.6,53.2,0
81.8,BUSHWICK COMMUNITY HIGH SCHOOL                  ,5.2,32K564,35.9,0.3,55.8,2011-2012,61.5,9.4,44.2,1.8
