dbn,name,year,freelunch,ell,sped,asian,black,hisp,white,male,female
13K009,PS 009 TEUNIS G BERGEN                          ,2011-2012,58.3,3.1,13.8,5.6,59.5,12.7,17.7,49.9,50.1
13K011,PS 011 PURVIS J BEHAN                           ,2011-2012,57.5,2.3,6.9,4.4,75,9.7,9.5,46.6,53.4
13K020,PS 020 CLINTON HILL                             ,2011-2012,62.8,4,12.6,4,61.5,23.4,10.8,46.5,53.5
13K044,PS 044 MARCUS GARVEY                            ,2011-2012,91.3,1.8,8.3,2.4,84.4,9.7,2.7,51.3,48.7
13K046,PS 046 EDWARD C BLUM                            ,2011-2012,89.1,12.6,11.3,0.8,52.2,43.6,1.6,50.1,49.9
13K054,PS 054 SAMUEL C BARNES                          ,2011-2012,92.9,11.8,19,2.5,55.6,39.4,1.4,53.8,46.2
13K056,PS 056 LEWIS H LATIMER                          ,2011-2012,84.6,5,13.6,3.9,84.1,8.9,1.9,46.9,53.1
13K067,PS 067 CHARLES A DORSEY                         ,2011-2012,90.6,10.2,13.9,5.3,53,36.8,3.8,51.5,48.5
13K093,PS 093 WILLIAM H PRESCOTT                       ,2011-2012,88.6,9.9,5.9,15.3,73.5,5.9,4.8,52.8,47.2
13K103,SATELLITE THREE                                 ,2011-2012,87.1,8.3,17,8.3,78,12.1,1.1,54.2,45.8
13K113,JHS 113/OLD 294 EDMONDS CNTR                    ,2011-2012,70.4,3.2,16.9,3.7,77.2,18.6,0.2,48.7,51.3
13K133,PS 133 WILLIAM A BUTLER                         ,2011-2012,75.3,4.7,16.3,2.7,38.2,42.9,15.9,53.8,46.2
13K256,PS 256 BENJAMIN BANNEKER                        ,2011-2012,86.8,10.3,10.3,1.3,70.8,26.5,0.5,50.4,49.6
13K265,JHS 265 SUSAN S. MCKINNEY                       ,2011-2012,71.1,4.3,20.3,0.5,72,24.6,1.8,37,63
13K266,MS 266 PARK PLACE COMM. MS                      ,2011-2012,69.8,2.6,14.8,0.5,76.7,22.2,0.5,52.4,47.6
13K270,PS 270 JOHANN DEKALB                            ,2011-2012,87.6,5.9,14.2,3.4,71.6,21.1,3.9,51.5,48.5
13K282,PS 282 PARK SLOPE                               ,2011-2012,54.4,1.4,7,2.7,68.7,21,7.5,45.6,54.4
13K287,PS 287 BAILEY K ASHFORD                         ,2011-2012,87.2,4.6,20.3,5.5,57.1,32.3,1.8,54.8,45.2
13K301,SATELLITE EAST MIDDLE SCHOOL                    ,2011-2012,78.8,5,17.3,4.1,86.4,8.6,0.9,59.1,40.9
13K305,PS 305 DR PETER RAY                             ,2011-2012,82.3,7.5,13.6,2.6,80.8,12.3,3.2,54.5,45.5
13K307,PS 307 DANIEL HALE WILLIAMS                     ,2011-2012,88.9,3.2,20.1,2.5,64.6,26.8,5.1,50.3,49.7
13K313,SATELLITE WEST MIDDLE SCHOOL                    ,2011-2012,92,6,27.1,1.5,64.7,33.1,0.8,57.1,42.9
13K336,THE URBAN ASSEMBLY ACADEMY OF BUSINESS AND COMMU,2011-2012,59.1,3.1,21.3,2.7,88.9,7.1,0.4,99.6,0.4
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART      ,2011-2012,74.1,4.6,22.5,1.9,73.3,22.7,0.9,42.7,57.3
13K412,BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATIONS,2011-2012,68.9,2.4,18,0.6,79.2,17.1,1.3,45.5,54.5
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE   ,2011-2012,60.7,7,13.7,7.2,77.8,12.2,2.1,56.1,43.9
13K430,BROOKLYN TECHNICAL HIGH SCHOOL                  ,2011-2012,50.7,0.1,0.5,60.3,10.2,7.9,21.3,58.3,41.7
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL              ,2011-2012,80,83.1,0,42.5,20.2,28.6,8.7,48.2,51.8
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE   ,2011-2012,60.5,0.9,13.3,0.9,79.1,17.1,1.1,39.6,60.4
13K492,URBAN ASSEMBLY ACADEMY OF ARTS AND LETTERS      ,2011-2012,54.7,0.9,13.9,3.8,64.9,11.3,17.2,44.8,55.2
13K499,ACORN COMMUNITY HIGH SCHOOL                     ,2011-2012,81,2.9,18.6,1.2,84.7,12.2,0.8,55.8,44.2
13K509,FREEDOM ACADEMY HIGH SCHOOL                     ,2011-2012,68,1.8,14.2,1.4,82.1,15.1,0.9,43.6,56.4
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR,2011-2012,62.2,1.5,13.2,5.1,79.3,11.7,2.6,0,100
13K553,BROOKLYN ACADEMY HIGH SCHOOL                    ,2011-2012,67.2,0,9.8,0.5,86.4,11.4,0,49.5,50.5
13K571,MS 571                                          ,2011-2012,81.2,11.4,30.7,9.1,81.8,8,0,55.7,44.3
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL      ,2011-2012,74.6,0.7,0,0,83.6,12.5,2,35.5,64.5
13K592,KHALIL GIBRAN INTERNATIONAL ACADEMY             ,2011-2012,84.7,21.8,12.8,9,67.9,9,14.1,48.7,51.3
13K595,BEDFORD ACADEMY HIGH SCHOOL                     ,2011-2012,46.7,1.1,4.1,2.7,89.4,7.1,0.3,49,51
13K596,KNOWLEDGE AND POWER PREPARATORY VII MIDDLE SCHOO,2011-2012,71.3,9.7,14.2,1.9,79.4,17.4,0.6,54.8,45.2
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATI,2011-2012,65,1.9,14.1,2.8,79.8,15.3,1.3,75.5,24.5
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNIT,2011-2012,63.9,2.4,7.5,0.5,68.4,28.3,1.4,49.5,50.5
13K670,BENJAMIN BANNEKER ACADEMY                       ,2011-2012,47.4,0,3,2.7,87,8.8,0.4,46.1,53.9
13K674,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING     ,2011-2012,61.9,3.6,15.8,7.5,58.2,26.3,4.5,79.4,20.6
13K691,FORT GREENE PREPARATORY ACADEMY                 ,2011-2012,71.8,3.8,20.9,1.6,72.5,21.4,4.4,50.5,49.5
14K016,PS 016 LEONARD DUNKLY                           ,2011-2012,77.6,13.2,16.8,0.3,28.3,69.7,1.3,49,51
14K017,PS 017 HENRY D WOODWORTH                        ,2011-2012,79.4,16.6,26.2,1.8,5.7,82.4,9.1,49.7,50.3
14K018,PS 018 EDWARD BUSH                              ,2011-2012,85.7,20.2,11.3,0.5,15.5,82.2,1.9,49.3,50.7
14K019,PS 019 ROBERTO CLEMENTE                         ,2011-2012,84.1,28.6,16.7,0.3,4.8,93.5,1.4,58.1,41.9
14K023,PS 023 CARTER C WOODSON                         ,2011-2012,88.5,8.4,17.6,0,62.5,37.5,0,50.3,49.7
14K031,PS 031 SAMUEL F DUPONT                          ,2011-2012,64.5,6.7,11.6,10.2,5.9,45.1,37.7,49.8,50.2
14K034,PS 034 OLIVER H PERRY                           ,2011-2012,61,13.5,5.1,2.9,3,20,73.5,49.3,50.7
14K050,JHS 050 JOHN D WELLS                            ,2011-2012,88.2,24,24.7,1.5,15.5,82.3,0.5,58.4,41.6
14K059,PS 059 WILLIAM FLOYD                            ,2011-2012,88.3,8.4,12,0.2,48.6,49.3,1.4,49,51
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL              ,2011-2012,76.6,24.9,26.7,0.2,15.3,80.6,3.4,54.7,45.3
14K084,PS 084 JOSE DE DIEGO                            ,2011-2012,77.6,24.1,14.9,3.9,6,72.4,17.2,45.7,54.3
14K110,PS 110 THE MONITOR                              ,2011-2012,49.6,15.1,15.4,2.8,7.3,36,51.7,53.1,46.9
14K120,PS 120 CARLOS TAPIA                             ,2011-2012,88.6,21.3,15.7,2.4,10.2,85.1,2.2,48.8,51.2
14K126,JHS 126 JOHN ERICSSON                           ,2011-2012,66.4,20.1,32.6,5,24.5,68,2.5,56.1,43.9
14K132,PS 132 CONSELYA                                 ,2011-2012,71.7,4.3,8,6.5,12.3,46.1,34.3,51.2,48.8
14K147,PS 147 ISSAC REMSEN                             ,2011-2012,87,8.8,13.7,0,39.2,58.6,2.2,45.8,54.2
14K157,PS 157 BENJAMIN FRANKLIN                        ,2011-2012,82.5,30.1,21.3,0.2,14.7,82.5,2.4,53.1,46.9
14K196,PS 196 TEN EYCK                                 ,2011-2012,84.3,10.7,23.9,0,17.8,80.4,1.3,50.1,49.9
14K250,PS 250 GEORGE H LINDSAY                         ,2011-2012,66.1,12.9,7.2,10.5,9.3,77.6,2.4,50.8,49.2
14K257,PS 257 JOHN F HYLAN                             ,2011-2012,84.1,17.6,19,1.4,21.5,75.4,1.6,49.8,50.2
14K297,PS 297 ABRAHAM STOCKTON                         ,2011-2012,83.2,13.2,19.1,1.8,43.7,51.6,2.3,46.9,53.1
14K318,JHS 318 EUGENIO MARIA DEHOSTOS                  ,2011-2012,70.8,5.3,10.9,7,14.8,63.8,14.2,45.9,54.1
14K319,PS 319                                          ,2011-2012,80.9,17.2,8.1,1.1,1.6,95.7,1.6,49.5,50.5
14K322,FOUNDATIONS ACADEMY                             ,2011-2012,78.7,5.7,28.4,1.4,66.7,29.8,1.4,56.7,43.3
14K330,THE URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONM,2011-2012,85.8,4.3,30.8,0,68.4,30.8,0,55.6,44.4
14K380,PS 380 JOHN WAYNE ELEM.                         ,2011-2012,78.1,19.3,15.7,1.7,17.9,73.8,6.6,47.9,52.1
14K404,ACADEMY FOR YOUNG WRITERS                       ,2011-2012,65.3,2.5,12.7,0.7,63.5,32.2,3,24.2,75.7
14K449,BROOKLYN LATIN                                  ,2011-2012,53.3,0.4,1.1,36.8,26.7,17.9,14.5,54.9,45.1
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREE,2011-2012,72.9,11.5,15.3,2,47.7,46.9,2.6,46.2,53.8
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS   ,2011-2012,84.8,16.1,13,0.7,32.6,65.4,1,48.5,51.5
14K477,SCHOOL FOR LEGAL STUDIES                        ,2011-2012,65.6,5.7,13,0.9,57.7,39.3,1.7,45.8,54.2
14K478,ENTERPRISE BUSINESS AND TECH HS                 ,2011-2012,74.2,9.9,13.2,3.2,39.3,55.4,1.9,65.7,34.3
14K488,BROOKLYN PREPARATORY HIGH SCHOOL                ,2011-2012,80.3,2.7,18.8,1.7,58.7,37.7,1,47.7,52.2
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DE,2011-2012,82.6,7,17.6,1.4,38.4,57.2,2.2,72.6,27.4
14K561,WILLIAMSBURG PREPARATORY SCHOOL                 ,2011-2012,81,2.8,12.7,1.6,25.5,61.5,11.1,51,49
14K577,CONSELYEA PREPARATORY SCHOOL                    ,2011-2012,66.9,2.7,12.6,2.1,6.4,69.6,20.9,49.9,50.1
14K582,MS 582                                          ,2011-2012,81.7,8.9,29.1,1.3,22.7,74.1,1.6,55.3,44.7
14K586,LYONS COMMUNITY SCHOOL                          ,2011-2012,78.6,14.6,22,1.1,41.7,54.6,2.1,53.7,46.3
14K610,AUTOMOTIVE HIGH SCHOOL                          ,2011-2012,67.1,4.7,30.3,1.4,66.1,30.2,1.7,95.6,4.4
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN     ,2011-2012,63.3,3.2,14.4,1.6,65.6,30.4,0.4,0,100
14K632,FRANCES PERKINS ACADEMY                         ,2011-2012,86.9,9.8,24.9,0,64.7,31.2,4,76.9,23.1
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE         ,2011-2012,80.4,17,23.4,1.8,10.1,87.6,0.5,42.7,57.3
15K001,PS 001 THE BERGEN                               ,2011-2012,80.9,31.1,14.3,3.4,1.8,91.6,3.1,46.2,53.8
15K010,MAGNET SCH. OF MATH SCI AND DESIGN TECH         ,2011-2012,68.6,5.3,18.2,6.7,12.6,36.7,41.5,50.2,49.8
15K015,PS 015 PATRICK F. DALY                          ,2011-2012,86.3,7.4,28.2,1.8,30,54.2,12.9,54.7,45.3
15K024,PS 024                                          ,2011-2012,92.3,48.5,15.2,3.8,1.3,90.3,4.3,48.4,51.6
15K029,PS 029 JOHN M HARRIGAN                          ,2011-2012,19.2,3.5,13,9.6,6.8,16,65,46.3,53.7
15K032,PS 032 SAMUELS MILLS SPROLE                     ,2011-2012,70,9.7,33.6,4.7,28.5,43,23.8,61.1,38.9
15K038,PS 038 THE PACIFIC                              ,2011-2012,66.7,11.2,15.7,6.5,41.8,33.6,17.5,50.9,49.1
15K039,PS 039 HENRY BRISTOW                            ,2011-2012,26.2,5.7,12.5,6.2,10.8,19.2,61,48.5,51.5
15K051,JHS 051 WILLIAM ALEXANDER                       ,2011-2012,33.9,1,10.3,14.2,13.7,28.1,40.6,42.5,57.5
15K058,PS 058 THE CARROLL                              ,2011-2012,13.2,7,12.5,6.4,5.4,16,67.5,48.7,51.3
15K088,JHS 088 PETER ROUGET                            ,2011-2012,75.3,12.1,28.2,15.3,14.2,59.9,9.9,55.7,44.3
15K094,PS 094 THE HENRY LONGFELLOW                     ,2011-2012,90.5,55.4,6.2,50.2,0.6,45.6,3.4,49.3,50.7
15K107,PS 107 JOHN W KIMBALL                           ,2011-2012,12.6,0.9,12.1,4.1,7.2,15.1,71.9,48.5,51.5
15K124,PS 124 SILAS B DUTCHER                          ,2011-2012,85.9,18.2,9.8,10.7,13.6,58.7,17.1,48,52
15K130,PS 130 THE PARKSIDE                             ,2011-2012,94.2,9.5,12,24.8,13.1,33.3,25.8,49.5,50.5
15K131,PS 131 BROOKLYN                                 ,2011-2012,88.3,40.4,8.3,33.4,1.4,57.8,7.1,49.7,50.3
15K136,IS 136 CHARLES O DEWEY                          ,2011-2012,89,40.6,21,6.9,2.2,85.5,5.1,54.5,45.5
15K146,PS 146                                          ,2011-2012,23,3.8,22.4,6.7,30.1,24.9,36.8,49.8,50.2
15K154,PS 154 WINDSOR TERRACE                          ,2011-2012,23.7,7.3,12,7.3,6.8,23.8,59.2,48.3,51.7
15K169,PS 169 SUNSET PARK                              ,2011-2012,86.4,44.8,9.8,43.2,1,49.3,6.4,52.8,47.2
15K172,PS 172 BEACON SCH OF EXCELLEN                   ,2011-2012,86.7,30.3,21,3.2,3.6,80.4,12.6,48.6,51.4
15K230,PS 230 DORIS L COHEN                            ,2011-2012,63.9,32.3,13.6,44.2,2.6,30,22.3,50.1,49.9
15K261,PS 261 PHILIP LIVINGSTON                        ,2011-2012,39.8,9.2,16.5,5.6,29,26.5,36.5,50,50
15K295,PS 295                                          ,2011-2012,62.7,16.2,22.3,4.6,8.7,51.1,32.3,52,48
15K321,PS 321 WILLIAM PENN                             ,2011-2012,9.4,1.7,9.6,7,8.2,10.4,70.7,50,50
15K418,THE CHILDREN'S SCHOOL                           ,2011-2012,13.2,0.9,8.6,9.2,8.3,14.7,64.7,52.8,47.2
15K423,BROOKLYN FRONTIERS HIGH SCHOOL                  ,2011-2012,60,1.2,30.9,0,67.9,29.6,2.5,40.7,59.3
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES              ,2011-2012,68.2,5.9,25.4,2.3,54.5,39,3.4,56.2,43.8
15K442,NEW HORIZONS SCHOOL                             ,2011-2012,71.9,9.8,41.4,0,38.5,51.7,8,58.6,41.4
15K443,NEW VOICES S. OF ACAD. & CREAT                  ,2011-2012,44.4,2.1,20.7,2.5,14.1,50.2,31.8,33.4,66.6
15K447,THE UPPER CARROLL SCHOOL                        ,2011-2012,27.1,0.8,19.8,11,26.5,21,40.1,55,45
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUD,2011-2012,57.2,4.5,29.2,4.3,34.2,48.1,12.6,59.1,40.9
15K462,SECONDARY SCHOOL FOR LAW                        ,2011-2012,76.1,6.3,12.7,2.5,62.4,29.6,5.5,44.2,55.8
15K463,SECONDARY SCHOOL FOR JOURNALISM                 ,2011-2012,77,16.7,13.4,9.2,42,43.2,5.4,42.3,57.7
15K464,SECONDARY SCHOOL FOR RESEARCH                   ,2011-2012,78,9.6,16.5,8.6,33.2,51.8,5.3,52.8,47.2
15K497,SCHOOL FOR INTERNATIONAL STUDIES                ,2011-2012,68.1,14.6,15.2,6.2,40.9,38.9,14,50.8,49.2
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES          ,2011-2012,73.4,7.5,18.9,5.1,71.5,21,2.3,43.9,56.1
15K520,PACIFIC HIGH SCHOOL                             ,2011-2012,58,0,8,0,82,18,0,61,39
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL             ,2011-2012,71.2,2.3,7.5,8.9,9.4,64.8,16.9,58.7,41.3
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL      ,2011-2012,68.2,1.1,17.2,0.5,80.6,16.7,0,50,50
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS                ,2011-2012,59.3,0.1,7.2,1.8,76.5,19,2.2,33.9,66.1
15K667,SUNSET PARK HIGH SCHOOL                         ,2011-2012,79.9,14.4,22.3,4.7,7.8,80.8,6.7,50.7,49.3
15K676,RED HOOK NEIGHBORHOOD SCHOOL                    ,2011-2012,91,10.7,24,1.8,53.3,40.4,3.6,52,48
15K684,MILLENNIUM BROOKLYN HS                          ,2011-2012,60,0,3.7,18.7,22.4,24.3,33.6,42.1,57.9
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL            ,2011-2012,74,2,6,0.7,21.5,72.5,4,45,55
15K821,SUNSET PARK PREP                                ,2011-2012,85,11.2,18.1,7.1,2.7,86.9,3.1,51.7,48.3
16K005,PS 005 DR. RONALD MCNAIR                        ,2011-2012,81.7,5.9,13.4,1.5,79.5,13,4.6,53.1,46.9
16K021,PS 021 CRISPUS ATTUCKS                          ,2011-2012,68.6,0.6,12.6,0.8,90.5,6.6,1.2,46.2,53.8
16K025,PS 025 EUBIE BLAKE SCHOOL                       ,2011-2012,94.1,7.4,14.2,0.6,79.4,19.1,0.9,49.5,50.5
16K026,PS 026 JESSE OWENS                              ,2011-2012,79.6,5.9,16.8,0.7,69.1,26.6,2.6,54.3,45.7
16K028,PS 028 THE WARREN                               ,2011-2012,87.6,6.2,9.5,5.8,78.6,13.2,1.2,55.1,44.9
16K035,PS 035 STEPHEN DECATUR                          ,2011-2012,79.7,0.4,23.7,0.4,91.7,6.6,0.9,48.2,51.8
16K040,PS 040 GEORGE W CARVER                          ,2011-2012,80.8,4.2,13.9,1.8,81.9,14.2,0.3,53.4,46.6
16K057,JHS 057 WHITELAW REID                           ,2011-2012,79.1,2.6,18.9,0,78.1,20.6,1.3,46.4,53.6
16K081,PS 081 THADDEUS STEVENS                         ,2011-2012,86.6,5.9,28.5,0.5,69.9,28.3,0.8,56.3,43.7
16K243,PS 243 WEEKSVILLE                               ,2011-2012,92.9,2.8,17.6,2.2,78.2,19,0.6,45.1,54.9
16K262,PS 262 EL HAJJ MALIK SHABAZZ                    ,2011-2012,88.9,2.5,16.2,1.4,85.2,13.5,0,46.6,53.4
16K267,MS 267 MATH SCIENCE & TECH                      ,2011-2012,89.1,7.1,27.7,2.4,74.9,18.9,0.6,59.9,40.1
16K308,PS 308 CLARA CARDWELL                           ,2011-2012,77.3,5,21.3,1.9,82.9,13,0.9,48.9,51.1
16K309,PS 309 GEORGE E WIBECAN                         ,2011-2012,85.7,5.8,15.8,3.9,70.4,24.7,0.3,54.3,45.7
16K335,PS 335 GRANVILLE T WOODS                        ,2011-2012,95.2,3.4,21.1,0.8,81.3,14.6,1.6,54.2,45.8
16K385,SCHOOL OF BUSINESS FINANCE & ENTREPRENEURSHIP   ,2011-2012,71,8.5,31.4,0.5,80.3,18.6,0,52.1,47.9
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL  ,2011-2012,71,1.4,17.1,0.9,83.6,14.1,0.5,48.7,51.3
16K455,BOYS AND GIRLS HIGH SCHOOL                      ,2011-2012,61.7,2.5,20.5,0.5,90,7.8,0.7,61.7,38.3
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE            ,2011-2012,74.5,4.7,20.7,1,72.8,24.9,0,51.6,48.4
16K534,UPPER SCHOOL @ PS025                            ,2011-2012,86,7.2,21.7,0.5,75.1,22.6,1.4,53.8,46.2
16K584,MS 584                                          ,2011-2012,89.2,4.4,33.3,0.6,85.6,12.2,0.6,46.1,53.9
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY                ,2011-2012,58.6,2.4,17.3,1,78.6,19.4,0.7,43.2,56.8
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL                ,2011-2012,74.8,5.2,11.8,1.3,75.2,23.5,0,52.3,47.7
16K628,BROOKLYN BROWNSTONE SCHOOL                      ,2011-2012,70.7,0,3.5,0.5,89.4,7,1.5,48.7,51.3
16K636,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLOR,2011-2012,97.4,8.2,11.1,1.4,59.6,36.1,1.9,55.3,44.7
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE          ,2011-2012,57.4,6.3,20.8,1.9,74.2,20.8,2.5,51.6,48.4
17K002,M S 002                                         ,2011-2012,84.3,12.4,15.2,3.5,85.9,7.8,1.8,51.8,48.2
17K006,PS 006                                          ,2011-2012,86.8,13.4,16.1,0.9,75.4,21.6,1.9,49.4,50.6
17K012,PS 012                                          ,2011-2012,76.5,4.5,9.4,0.4,81.6,17.2,0.4,49.2,50.8
17K022,PS 022                                          ,2011-2012,98.7,12.2,20.7,7,62.8,28.8,0.9,48.6,51.4
17K061,M S 061 GLADSTONE H. ATWELL                     ,2011-2012,69.5,5.2,12.4,0.7,90.5,7.2,1.1,46.9,53.1
17K091,PS 091 THE ALBANY AVE. SCHOOL                   ,2011-2012,98.2,7.2,21.9,0.1,92.2,5.4,0.7,56.3,43.7
17K092,PS 092 ADRIAN HEGEMAN                           ,2011-2012,95.5,13.7,7.8,5.2,78,15.2,1.2,51,49
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH       ,2011-2012,60,1.9,12.5,4.8,76,16.3,2.9,67.3,32.7
17K138,PS 138 BROOKLYN                                 ,2011-2012,92,10,10.1,1.5,85.4,7.5,5,50.1,49.9
17K161,PS 161 THE CROWN                                ,2011-2012,71.9,2.6,10.4,7.8,78.2,10,2.1,47.9,52.1
17K167,PS 167 THE PARKWAY                              ,2011-2012,98.9,5.8,12.5,0.4,85.1,12.1,2.2,52.3,47.7
17K181,PS 181 BROOKLYN                                 ,2011-2012,74.5,8.9,11.6,0.7,84.7,10.3,2.5,50.8,49.2
17K189,PS 189 LINCOLN TERRACE                          ,2011-2012,77.5,22,7.4,1.1,75,22.7,0.5,48.4,51.6
17K191,PS 191 PAUL ROBESON                             ,2011-2012,90.7,2.6,15.4,0.4,83.1,15.1,0.4,50.7,49.3
17K221,PS 221 TOSSAINT L'OUVERTURE                     ,2011-2012,89.6,6.5,14.5,0.3,88.6,7.8,2.2,51.4,48.6
17K241,PS 241 EMMA L JOHNSTON                          ,2011-2012,89.6,11.5,10.9,0.3,88.5,8.8,1.6,51.5,48.5
17K246,IS 246 WALT WHITMAN                             ,2011-2012,75.2,18.1,21.2,0.5,86.1,12.4,0.5,50.2,49.8
17K249,PS 249 THE CATON                                ,2011-2012,86.8,27.4,8,4.8,46.5,45.6,2.5,50.6,49.4
17K289,PS 289 GEORGE V BROWER                          ,2011-2012,82.2,4.3,15.3,2.1,79.7,15.1,2.4,52.2,47.8
17K316,PS 316 ELIJAH STROUD                            ,2011-2012,84.5,6.5,16.5,2.7,74.9,16.5,4.1,50.2,49.8
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,2011-2012,79.7,6.6,21.7,0,86.3,11.9,1.3,52.2,47.8
17K340,IS 340                                          ,2011-2012,84.4,0.4,7.7,1.1,91.1,6.6,0.7,41.3,58.7
17K352,EBBETTS FIELD MIDDLE SCHOOL                     ,2011-2012,92.3,24.1,17.8,1.4,77,19,2,51.7,48.3
17K353,ELIJAH STROUD MIDDLE SCHOOL                     ,2011-2012,82.3,5.6,20.6,0.6,86.1,12.2,1.1,53.3,46.7
17K354,THE SCHOOL OF INTEGRATED LEARNING               ,2011-2012,88.9,7.6,26.9,0,83.3,14.4,1.1,59.5,40.5
17K375,PS 375 JACKIE-ROBINSON SCHOOL                   ,2011-2012,85.6,15,13.5,0.9,79.1,16.9,2.9,51.3,48.7
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,2011-2012,57,5,10.8,0.2,92,6.7,1.1,53.8,46.2
17K394,MS 394K                                         ,2011-2012,85,3.9,9.6,3.6,86.2,8.7,0.6,45.6,54.4
17K397,PS 397 FOSTER-LAURIE                            ,2011-2012,95.4,7.7,7.4,2.1,90.4,4.5,2.9,51.1,48.9
17K398,PS 398 WALTER WEAVER                            ,2011-2012,98.1,7.3,20.6,0.3,81,9.2,1.4,53.7,46.3
17K399,PS 399 STANLEY EUGENE CLARK                     ,2011-2012,89.4,6.1,4.9,1.5,81.2,13.3,0.9,51.2,48.8
17K408,ACADEMY OF HOSPITALITY AND TOURISM              ,2011-2012,65.5,12.9,15.4,1.6,84.3,12.9,0.9,49.8,50.2
17K484,RONALD EDMONDS LEARNING CENTER II               ,2011-2012,78.6,4.8,20,0,87.9,11.5,0.6,58.8,41.2
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL              ,2011-2012,70.3,0.5,11.1,1,93.5,4,0.5,45.7,54.3
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS   ,2011-2012,80.9,91,1,28.4,29.2,27.9,14.2,59.1,40.9
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP          ,2011-2012,68.7,5.2,13.4,1.5,89.2,7.3,1.5,50.1,49.9
17K531,THE SCHOOL FOR HUMAN RIGHTS                     ,2011-2012,73.2,6.2,15,0.8,88.9,8.3,1.6,51.6,48.4
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP             ,2011-2012,68.3,3.7,14.5,0.5,89.4,8.4,1.5,52,48
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT ,2011-2012,60.9,9.1,15.8,1,87.3,9.1,1,61.6,38.4
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS   ,2011-2012,65.3,8.8,19.2,2.1,87,9,1.7,63.3,36.7
17K543,SCI TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH  ,2011-2012,63.3,0,2.3,3.1,83.9,9.4,1.3,53,47
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL              ,2011-2012,69.3,7.9,17.4,0.8,86.9,10,1.3,47.9,52.1
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORR,2011-2012,70.3,0.5,4.1,3.6,82.5,12.2,0.7,24.9,75.1
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT ,2011-2012,80.9,6.8,11.9,4,79.6,14.2,1.5,54.4,45.6
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE             ,2011-2012,60.5,0.5,12.1,1,82.8,15.3,1,32.8,67.2
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL                 ,2011-2012,71.7,3.1,8.5,1.3,84.3,9.9,1.3,37.7,62.3
17K587,MIDDLE SCHOOL FOR THE ARTS                      ,2011-2012,93.2,5,21.9,0.6,90.9,7.6,0.9,49.7,50.3
17K590,MIDDLE COLLEGE HIGH SCHOOL AT MEDGAR EVERS COLLE,2011-2012,59.1,0,0.5,0.9,95.7,2.8,0,41.8,58.2
